Unnamed: 0,ano,id_municipio,id_escola,localizacao,rede,atu_ei,atu_ef,atu_ef_anos_iniciais,atu_ef_anos_finais,atu_em,had_ei,had_ef,had_ef_anos_iniciais,had_ef_anos_finais,had_em,tdi_ef,tdi_ef_anos_iniciais,tdi_ef_anos_finais,tdi_em,taxa_aprovacao_ef,taxa_aprovacao_ef_anos_iniciais,taxa_aprovacao_ef_anos_finais,taxa_aprovacao_em,taxa_reprovacao_ef,taxa_reprovacao_ef_anos_iniciais,taxa_reprovacao_ef_anos_finais,taxa_reprovacao_em,taxa_abandono_ef,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,taxa_abandono_em,dsu_ei,dsu_ef,dsu_ef_anos_iniciais,dsu_ef_anos_finais,dsu_em
3105466,2022,3550308.0,35106800.0,urbana,privada,10.0,19.7,16.6,23.5,25.4,4.0,4.7,4.4,5.0,5.8,0.6,0.0,1.1,1.6,99.4,99.4,99.5,99.2,0.6,0.6,0.5,0.8,0.0,0.0,0.0,0.0,83.3,96.2,93.3,100.0,93.3
3105467,2022,3513603.0,35926085.0,rural,estadual,,6.3,,6.3,,,9.0,,9.0,,24.0,,24.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,,100.0,,100.0,
3105468,2022,1504950.0,15139402.0,urbana,municipal,,22.0,20.5,22.9,,,4.3,4.1,4.4,,30.1,8.4,42.0,,80.2,83.2,78.5,,19.7,16.8,21.2,,0.1,0.0,0.3,,,83.8,90.0,82.8,
3105469,2022,4320008.0,43146104.0,urbana,estadual,,19.2,19.4,19.0,,,4.2,4.1,4.4,,20.2,8.2,35.5,,93.2,93.5,92.8,,6.8,6.5,7.2,,0.0,0.0,0.0,,,92.9,83.3,100.0,
3105470,2022,1400407.0,14008432.0,rural,municipal,14.0,,,,,4.3,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3105471,2022,1705508.0,17007682.0,urbana,municipal,23.1,,,,,7.1,,,,,,,,,,,,,,,,,,,,,58.3,,,,
3105472,2022,2108504.0,21282536.0,rural,municipal,16.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,25.0,,,,
3105473,2022,2211001.0,22028692.0,urbana,estadual,,,,,22.8,,,,,5.3,,,,25.4,,,,93.0,,,,0.0,,,,7.0,,,,,100.0
3105474,2022,2300309.0,23462361.0,rural,estadual,,,,,30.5,,,,,6.0,,,,7.7,,,,100.0,,,,0.0,,,,0.0,,,,,92.9
3105475,2018,2111102.0,21192642.0,urbana,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105476,2018,4202305.0,42123313.0,rural,estadual,,5.3,4.0,,,,4.0,4.0,,,38.1,31.3,60.0,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,25.0,0.0,33.3,
3105477,2018,1200351.0,12002690.0,rural,municipal,,12.0,,,,,,,,,33.3,33.3,,,83.3,83.3,,,8.3,8.3,,,8.4,8.4,,,,0.0,,0.0,
3105478,2018,1504752.0,15222411.0,rural,municipal,,12.0,,,,,,,,,0.0,0.0,,,91.7,91.7,,,8.3,8.3,,,0.0,0.0,,,,100.0,,100.0,
3105479,2019,1200393.0,12020400.0,urbana,municipal,,28.0,29.6,26.5,,,4.3,4.3,4.3,,39.8,37.7,42.2,,90.0,87.1,93.5,,7.2,10.5,3.3,,2.8,2.4,3.2,,,85.7,76.9,93.8,
3105480,2019,2111300.0,21021945.0,rural,municipal,,32.0,32.2,31.8,,,4.5,4.5,4.5,,32.5,31.1,34.0,,74.6,82.2,66.7,,25.1,17.8,32.7,,0.3,0.0,0.6,,,93.8,85.7,100.0,
3105481,2019,2304400.0,23243325.0,urbana,privada,17.5,14.9,12.8,20.3,,3.8,4.2,4.0,4.5,,8.6,4.7,14.8,,99.0,99.2,98.8,,1.0,0.8,1.2,,0.0,0.0,0.0,,0.0,61.5,42.9,87.5,
3105482,2019,2408003.0,24003166.0,urbana,municipal,,30.1,,30.1,,,4.3,,4.3,,32.4,,32.4,,86.4,,86.4,,11.9,,11.9,,1.7,,1.7,,,100.0,,100.0,
3105483,2019,2709202.0,27022137.0,rural,municipal,6.0,23.5,,31.5,,4.0,4.0,,4.0,,58.2,40.0,60.3,,86.6,100.0,84.9,,7.5,0.0,8.4,,5.9,0.0,6.7,,0.0,20.0,,20.0,
3105484,2019,3109451.0,31367044.0,urbana,municipal,,20.7,,20.7,,,4.3,,4.3,,24.2,,24.2,,79.3,,79.3,,19.8,,19.8,,0.9,,0.9,,,93.3,,93.3,
3105485,2019,3110004.0,31008419.0,urbana,estadual,,26.8,,26.8,,,4.5,,4.5,,34.8,,34.8,,78.9,,78.9,,21.1,,21.1,,0.0,,0.0,,,100.0,,100.0,
3105486,2019,3127701.0,31271241.0,urbana,estadual,,27.4,29.0,27.1,29.7,,4.4,4.3,4.4,4.5,27.4,13.8,29.5,25.3,87.7,100.0,85.9,77.7,10.8,0.0,12.4,20.5,1.5,0.0,1.7,1.8,,100.0,100.0,100.0,100.0
3105487,2019,3171071.0,31025071.0,urbana,estadual,,31.9,,31.9,23.8,,4.3,,4.3,4.3,13.3,,13.3,26.6,89.5,,89.5,90.3,10.5,,10.5,9.7,0.0,,0.0,0.0,,100.0,,100.0,100.0
3105488,2019,3304557.0,33077711.0,urbana,municipal,,31.1,30.9,36.0,,,4.5,4.5,4.5,,27.4,29.1,0.0,,90.6,90.0,100.0,,7.8,8.3,0.0,,1.6,1.7,0.0,,,80.0,77.8,100.0,
3105489,2019,3304557.0,33186146.0,urbana,privada,,24.5,,24.5,22.3,,5.5,,5.5,5.7,9.2,,9.2,9.0,81.9,,81.9,93.8,16.0,,16.0,6.2,2.1,,2.1,0.0,,93.8,,93.8,93.3
3105490,2019,3506508.0,35030272.0,urbana,estadual,,29.0,,29.0,33.5,,5.3,,5.3,5.1,4.6,,4.6,7.2,98.3,,98.3,88.4,0.8,,0.8,7.6,0.9,,0.9,4.0,,100.0,,100.0,100.0
3105491,2019,3510401.0,35020795.0,urbana,estadual,,37.4,,37.4,35.2,,5.3,,5.3,5.3,13.7,,13.7,6.8,98.7,,98.7,100.0,1.3,,1.3,0.0,0.0,,0.0,0.0,,100.0,,100.0,100.0
3105492,2019,3510609.0,35921427.0,urbana,estadual,,34.2,,34.2,33.1,,5.3,,5.3,5.2,11.1,,11.1,9.1,94.1,,94.1,87.2,5.0,,5.0,7.8,0.9,,0.9,5.0,,100.0,,100.0,100.0
3105493,2019,3513603.0,35012786.0,urbana,estadual,,23.9,,23.9,19.2,,5.3,,5.3,4.6,20.4,,20.4,17.4,93.2,,93.2,96.5,6.3,,6.3,3.5,0.5,,0.5,0.0,,100.0,,100.0,100.0
3105494,2019,3522604.0,35041488.0,urbana,estadual,,21.0,,21.0,21.8,,5.3,,5.3,5.3,33.9,,33.9,34.5,91.9,,91.9,95.1,3.8,,3.8,1.2,4.3,,4.3,3.7,,100.0,,100.0,100.0
3105495,2019,3538709.0,35901337.0,rural,estadual,,20.9,,20.9,18.3,,5.3,,5.3,4.6,5.5,,5.5,23.6,94.4,,94.4,85.5,4.2,,4.2,9.1,1.4,,1.4,5.4,,100.0,,100.0,100.0
3105496,2019,3550308.0,35040976.0,urbana,estadual,,27.4,,27.4,29.8,,5.3,,5.3,5.3,16.4,,16.4,12.2,93.6,,93.6,81.4,6.4,,6.4,18.1,0.0,,0.0,0.5,,100.0,,100.0,100.0
3105497,2019,4108502.0,41116771.0,urbana,estadual,,26.7,,26.7,,,4.3,,4.3,,19.9,,19.9,,88.0,,88.0,,12.0,,12.0,,0.0,,0.0,,,100.0,,100.0,
3105498,2019,4209409.0,42093589.0,rural,municipal,8.0,9.0,7.6,10.8,,4.0,4.0,4.0,4.0,,18.5,0.0,34.9,,92.3,97.4,87.5,,7.7,2.6,12.5,,0.0,0.0,0.0,,66.7,92.3,85.7,100.0,
3105499,2019,4313508.0,43093825.0,rural,estadual,,11.5,,9.8,,,4.3,,4.3,,18.8,3.3,30.8,,83.3,82.4,84.2,,12.5,17.6,7.9,,4.2,0.0,7.9,,,100.0,,100.0,
3105500,2019,5101803.0,51024403.0,urbana,estadual,,22.2,,22.2,29.7,,4.0,,4.0,4.0,21.2,,21.2,24.2,91.4,,91.4,66.3,5.9,,5.9,25.4,2.7,,2.7,8.3,,100.0,,100.0,100.0
3105501,2019,5101803.0,51024594.0,urbana,estadual,,21.4,,21.4,15.3,,4.0,,4.0,4.0,18.7,,18.7,28.3,88.0,,88.0,68.2,5.3,,5.3,20.5,6.7,,6.7,11.3,,100.0,,100.0,100.0
3105502,2019,5208707.0,52070972.0,urbana,estadual,,36.3,,36.3,30.6,,5.3,,5.3,4.7,20.8,,20.8,28.8,100.0,,100.0,100.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,79.2,,79.2,81.0
3105503,2019,5208707.0,52037142.0,urbana,municipal,25.0,26.2,26.7,23.5,,4.3,4.3,4.3,4.3,,5.7,3.7,17.0,,99.0,99.6,95.7,,0.0,0.0,0.0,,1.0,0.4,4.3,,100.0,100.0,100.0,100.0,
3105504,2019,4127106.0,41056540.0,urbana,estadual,,26.9,,26.9,26.5,,4.4,,4.4,4.4,26.6,,26.6,11.3,84.4,,84.4,94.1,13.3,,13.3,2.0,2.3,,2.3,3.9,,100.0,,100.0,100.0
3105505,2019,4317202.0,43126626.0,urbana,municipal,,25.6,24.5,27.1,,,4.5,4.5,4.5,,8.6,3.0,15.7,,93.4,98.5,86.9,,6.6,1.5,13.1,,0.0,0.0,0.0,,,100.0,100.0,100.0,
3105506,2019,1502103.0,15068960.0,rural,municipal,20.0,17.1,16.0,17.8,,4.3,4.7,4.3,4.8,,38.3,18.4,52.1,,79.0,75.5,81.4,,17.6,24.5,12.9,,3.4,0.0,5.7,,100.0,90.9,100.0,90.0,
3105507,2019,2304103.0,23085827.0,rural,municipal,15.7,16.4,15.4,17.8,,4.0,5.9,6.0,5.7,,16.2,2.6,31.0,,97.1,100.0,94.2,,0.0,0.0,0.0,,2.9,0.0,5.8,,100.0,100.0,100.0,100.0,
3105508,2019,2311306.0,23101679.0,rural,municipal,,19.9,14.7,20.5,,,4.0,4.0,4.0,,2.5,0.0,4.9,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,100.0,100.0,100.0,
3105509,2019,4306932.0,43055583.0,rural,municipal,6.0,14.1,12.7,13.0,,4.0,4.0,4.0,4.0,,24.2,26.8,20.9,,88.1,89.8,85.7,,10.9,10.2,11.9,,1.0,0.0,2.4,,100.0,100.0,100.0,100.0,
3105510,2019,2913101.0,29063264.0,rural,municipal,,17.2,15.2,19.2,,,4.3,4.0,4.5,,16.9,3.9,27.1,,80.1,88.7,73.7,,12.0,8.5,14.7,,7.9,2.8,11.6,,,91.7,80.0,88.9,
3105511,2019,2101608.0,21118019.0,rural,municipal,14.0,21.5,,,,,,,,,30.2,28.6,31.8,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,100.0,40.0,,40.0,
3105512,2019,1500404.0,15005348.0,rural,municipal,,17.8,,,,,,,,,27.8,27.8,,,82.8,82.8,,,15.6,15.6,,,1.6,1.6,,,,100.0,100.0,100.0,
3105513,2019,2304400.0,23462400.0,urbana,privada,13.3,8.2,7.5,11.0,,4.0,4.0,4.0,4.0,,9.8,0.0,36.4,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,66.7,100.0,100.0,100.0,
3105514,2019,2703106.0,27218341.0,urbana,municipal,21.6,23.8,24.1,24.3,,4.5,4.5,4.5,4.5,,21.0,13.1,40.2,,98.1,98.7,97.0,,0.6,0.0,2.0,,1.3,1.3,1.0,,66.7,100.0,100.0,100.0,
3105515,2019,1505106.0,15002454.0,rural,municipal,11.0,13.0,,11.5,,4.3,4.8,,4.8,,28.8,24.1,34.8,,84.3,75.9,95.5,,13.7,24.1,0.0,,2.0,0.0,4.5,,100.0,100.0,,100.0,
3105516,2019,3543253.0,35231034.0,rural,municipal,,20.7,,,,,,,,,22.6,22.6,,,87.5,87.5,,,12.5,12.5,,,0.0,0.0,,,,75.0,,75.0,
3105517,2019,5206503.0,52058786.0,rural,municipal,8.0,4.7,4.0,5.7,,4.2,4.2,4.2,4.2,,6.1,0.0,11.8,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,100.0,100.0,100.0,100.0,
3105518,2019,2304400.0,23077484.0,urbana,privada,15.3,22.6,19.7,26.3,19.3,4.0,4.0,4.0,4.0,5.7,6.9,3.6,10.0,8.6,96.8,99.5,94.3,94.8,2.7,0.5,4.8,3.4,0.5,0.0,0.9,1.8,33.3,85.7,88.9,85.7,81.8
3105519,2019,3545803.0,35174257.0,urbana,privada,12.3,20.7,16.8,25.5,,4.0,5.0,5.0,5.0,,1.1,2.4,0.0,,99.5,99.0,100.0,,0.5,1.0,0.0,,0.0,0.0,0.0,,100.0,100.0,100.0,100.0,
3105520,2019,4104055.0,41070453.0,rural,estadual,,6.3,,6.3,,,4.3,,4.3,,8.0,,8.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,,100.0,,100.0,
3105521,2019,3203007.0,32049242.0,urbana,estadual,,19.1,17.1,21.3,26.2,,5.0,5.0,5.0,5.0,16.0,10.4,21.2,16.8,96.9,99.3,94.8,95.0,3.1,0.7,5.2,2.5,0.0,0.0,0.0,2.5,,100.0,100.0,100.0,100.0
3105522,2019,2405405.0,24040673.0,urbana,municipal,22.0,24.9,23.6,26.8,,4.5,4.5,4.5,4.5,,24.1,14.6,36.6,,84.0,92.4,72.5,,11.3,4.8,20.3,,4.7,2.8,7.2,,50.0,86.7,88.9,83.3,
3105523,2019,2610004.0,26101513.0,rural,municipal,19.0,27.7,27.7,29.4,,4.5,4.5,4.5,4.5,,27.1,20.7,33.5,,77.6,87.4,67.6,,19.3,12.1,26.5,,3.1,0.5,5.9,,50.0,73.7,37.5,100.0,
3105524,2019,4113700.0,41406222.0,urbana,privada,12.3,20.3,20.2,20.3,16.3,4.5,4.6,4.5,4.8,5.0,2.2,1.0,3.3,6.1,98.2,100.0,96.6,100.0,1.8,0.0,3.4,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,93.3
3105525,2019,3532603.0,35146821.0,urbana,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105526,2019,1100114.0,11012382.0,urbana,estadual,,27.6,20.0,30.6,,,8.8,4.0,10.0,,19.2,10.0,21.6,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,100.0,100.0,100.0,
3105527,2019,2407401.0,24023230.0,rural,estadual,,11.3,,11.3,,,4.5,,4.5,,33.3,,33.3,,97.8,,97.8,,2.2,,2.2,,0.0,,0.0,,,83.3,,83.3,
3105528,2019,4127809.0,41145461.0,urbana,privada,11.0,12.0,12.8,11.0,9.7,4.0,4.2,4.0,4.5,4.5,0.9,0.0,2.3,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.8,100.0,90.0,90.9
3105529,2019,1302702.0,13051636.0,rural,municipal,19.0,17.2,,17.0,,,4.3,,4.3,,18.4,8.6,23.5,,96.2,97.1,95.7,,2.9,2.9,2.9,,0.9,0.0,1.4,,100.0,28.6,,28.6,
3105530,2019,3547809.0,35433974.0,urbana,privada,5.8,8.0,8.2,7.7,,4.5,4.8,4.5,5.3,,0.0,0.0,0.0,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,50.0,64.3,50.0,80.0,
3105531,2019,1303007.0,13041134.0,rural,municipal,16.0,21.4,,24.6,,4.3,4.3,,4.3,,26.3,4.2,35.0,,95.3,97.9,94.3,,2.3,2.1,2.4,,2.4,0.0,3.3,,0.0,81.8,,81.8,
3105532,2019,4211900.0,42004020.0,urbana,estadual,,28.4,28.0,28.8,,,4.0,4.0,4.0,,25.5,12.1,38.5,,79.0,87.8,70.4,,21.0,12.2,29.6,,0.0,0.0,0.0,,,89.3,100.0,81.3,
3105533,2019,4218707.0,42006724.0,urbana,privada,11.3,22.8,18.7,32.3,25.0,4.3,4.3,4.3,4.3,4.7,4.0,0.6,8.5,2.0,97.2,100.0,93.4,96.8,2.8,0.0,6.6,3.2,0.0,0.0,0.0,0.0,83.3,92.3,83.3,100.0,100.0
3105534,2019,2110708.0,21282021.0,rural,municipal,,18.0,16.2,20.3,,,4.0,4.0,4.0,,18.5,8.6,28.4,,94.9,100.0,89.6,,1.9,0.0,3.9,,3.2,0.0,6.5,,,15.4,0.0,25.0,
3105535,2019,1200203.0,12026620.0,urbana,municipal,20.3,,,,,4.0,,,,,,,,,,,,,,,,,,,,,60.0,,,,
3105536,2019,1300805.0,13048856.0,urbana,estadual,,,,,30.3,,,,,4.1,,,,42.1,,,,79.7,,,,11.9,,,,8.4,,,,,100.0
3105537,2019,1501402.0,15159469.0,urbana,privada,21.6,,,,,10.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105538,2019,1501725.0,15168590.0,urbana,municipal,26.3,,,,,4.3,,,,,,,,,,,,,,,,,,,,,71.4,,,,
3105539,2019,1507409.0,15063810.0,urbana,municipal,17.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105540,2019,2101202.0,21099677.0,rural,municipal,14.3,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3105541,2019,2103307.0,21202257.0,urbana,municipal,14.4,,,,,6.9,,,,,,,,,,,,,,,,,,,,,87.5,,,,
3105542,2019,2108009.0,21220174.0,urbana,municipal,21.3,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3105543,2019,2109551.0,21098980.0,urbana,municipal,18.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,54.5,,,,
3105544,2019,2111300.0,21240930.0,urbana,estadual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105545,2019,2307254.0,23217804.0,rural,municipal,16.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,85.7,,,,
3105546,2019,2309003.0,23259108.0,urbana,municipal,17.3,,,,,4.0,,,,,,,,,,,,,,,,,,,,,83.3,,,,
3105547,2019,2311306.0,23101466.0,rural,municipal,20.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105548,2019,2404705.0,24086797.0,urbana,municipal,19.1,,,,,4.0,,,,,,,,,,,,,,,,,,,,,91.7,,,,
3105549,2019,2412203.0,24290300.0,urbana,municipal,17.5,,,,,5.0,,,,,,,,,,,,,,,,,,,,,66.7,,,,
3105550,2019,2504033.0,25112171.0,urbana,municipal,23.3,,,,,4.0,,,,,,,,,,,,,,,,,,,,,83.3,,,,
3105551,2019,2512309.0,25036335.0,urbana,estadual,,,,,25.0,,,,,9.5,,,,35.0,,,,86.7,,,,5.0,,,,8.3,,,,,95.7
3105552,2019,2603926.0,26365618.0,rural,municipal,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3105553,2019,2920452.0,29008727.0,rural,municipal,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105554,2019,2927408.0,29468191.0,urbana,municipal,18.7,,,,,10.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105555,2019,3118601.0,31359327.0,urbana,municipal,15.6,,,,,4.5,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105556,2019,3125408.0,31326542.0,urbana,municipal,17.4,,,,,7.4,,,,,,,,,,,,,,,,,,,,,80.0,,,,
3105557,2019,3136702.0,31074349.0,urbana,privada,14.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,
3105558,2019,3147006.0,31228184.0,urbana,municipal,17.2,,,,,4.2,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105559,2019,3152204.0,31304646.0,urbana,municipal,21.3,,,,,8.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105560,2019,3170404.0,31262013.0,urbana,municipal,24.3,,,,,4.3,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105561,2019,3304557.0,33095124.0,urbana,municipal,23.4,,,,,8.5,,,,,,,,,,,,,,,,,,,,,77.8,,,,
3105562,2019,3505104.0,35114753.0,urbana,municipal,19.2,,,,,3.7,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105563,2019,3510203.0,35090372.0,urbana,municipal,21.4,,,,,4.2,,,,,,,,,,,,,,,,,,,,,85.7,,,,
3105564,2019,3510609.0,35004914.0,urbana,estadual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105565,2019,3518602.0,35040034.0,urbana,estadual,,,,,33.5,,,,,5.1,,,,17.7,,,,98.5,,,,1.5,,,,0.0,,,,,100.0
3105566,2019,3530805.0,35004117.0,urbana,privada,15.4,,,,,4.2,,,,,,,,,,,,,,,,,,,,,76.9,,,,
3105567,2019,3550308.0,35005431.0,urbana,privada,12.3,,,,,10.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,
3105568,2019,3550308.0,35184248.0,urbana,privada,12.3,,,,,10.0,,,,,,,,,,,,,,,,,,,,,92.3,,,,
3105569,2019,3550308.0,35287295.0,urbana,privada,10.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,87.5,,,,
3105570,2019,3550308.0,35435156.0,urbana,privada,8.7,,,,,10.0,,,,,,,,,,,,,,,,,,,,,76.9,,,,
3105571,2019,3550308.0,35441659.0,urbana,privada,10.9,,,,,10.0,,,,,,,,,,,,,,,,,,,,,85.7,,,,
3105572,2019,3552205.0,35006352.0,urbana,municipal,13.4,,,,,10.0,,,,,,,,,,,,,,,,,,,,,18.2,,,,
3105573,2019,3552502.0,35223372.0,urbana,municipal,19.9,,,,,5.0,,,,,,,,,,,,,,,,,,,,,86.2,,,,
3105574,2019,4101804.0,41366778.0,urbana,municipal,6.6,,,,,8.4,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105575,2019,4106555.0,41423828.0,urbana,municipal,28.3,,,,,9.3,,,,,,,,,,,,,,,,,,,,,33.3,,,,
3105576,2019,4113502.0,41160959.0,urbana,privada,3.4,,,,,7.5,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3105577,2019,4208906.0,42111404.0,urbana,municipal,17.1,,,,,9.2,,,,,,,,,,,,,,,,,,,,,81.8,,,,
3105578,2012,2923407.0,29251303.0,rural,municipal,,15.0,,,,,,,,,18.2,18.2,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,100.0,100.0,,
3105579,2012,2924058.0,29141800.0,rural,municipal,,9.0,,,,,,,,,71.4,71.4,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,100.0,100.0,,
3105580,2012,3152204.0,31091090.0,rural,municipal,14.0,6.5,,,,4.3,,,,,,,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,100.0,0.0,,0.0,
3105581,2012,3158201.0,31051667.0,rural,municipal,,7.0,,,,,,,,,22.2,22.2,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,100.0,100.0,100.0,
3105582,2012,2304400.0,23257482.0,urbana,municipal,15.8,20.9,20.9,,,6.3,4.0,4.0,,,8.7,8.7,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,93.3,100.0,100.0,,
3105583,2012,2306553.0,23269715.0,rural,municipal,14.0,14.0,11.3,,,4.0,4.0,4.0,,,,,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,50.0,66.7,50.0,100.0,
3105584,2014,1302603.0,13030493.0,urbana,estadual,,41.0,,41.0,,,4.3,,4.3,,35.6,,35.6,,81.9,,81.9,,9.8,,9.8,,8.3,,8.3,,,100.0,,100.0,
3105585,2014,1506807.0,15561216.0,rural,municipal,10.0,12.8,,12.7,,4.0,4.3,,4.3,,40.6,53.8,31.6,,91.1,85.7,94.3,,5.4,9.5,2.9,,3.5,4.8,2.8,,0.0,20.0,,20.0,
3105586,2014,1507953.0,15531724.0,urbana,municipal,,40.9,,40.9,,,4.8,,4.8,,43.9,,43.9,,76.9,,76.9,,16.3,,16.3,,6.8,,6.8,,,81.6,,81.6,
3105587,2014,1709500.0,17021634.0,urbana,privada,,23.4,,23.4,26.0,,4.7,,4.7,4.9,7.7,,7.7,7.1,98.1,,98.1,92.5,1.9,,1.9,6.8,0.0,,0.0,0.7,,78.6,,78.6,85.7
3105588,2014,2304400.0,23070250.0,urbana,municipal,18.3,34.5,,34.5,,8.0,10.0,,10.0,,31.6,,31.6,,88.2,,88.2,,9.7,,9.7,,2.1,,2.1,,100.0,100.0,,100.0,
3105589,2014,3300407.0,33029342.0,urbana,estadual,,35.2,,35.2,33.0,,5.3,,5.3,6.2,33.3,,33.3,21.5,82.9,,82.9,83.0,13.8,,13.8,14.1,3.3,,3.3,2.9,,100.0,,100.0,100.0
3105590,2014,3511508.0,35101497.0,urbana,municipal,,26.7,,26.7,,,5.3,,5.3,,8.2,,8.2,,97.4,,97.4,,2.4,,2.4,,0.2,,0.2,,,96.2,,96.2,
3105591,2014,3550308.0,35902901.0,urbana,estadual,,30.5,28.5,31.9,40.3,,5.0,5.0,5.0,4.3,11.5,6.7,14.3,27.5,78.9,93.2,70.5,52.8,15.6,6.5,21.0,34.8,5.5,0.3,8.5,12.4,,86.3,64.3,94.9,96.0
3105592,2014,3550308.0,35925391.0,urbana,estadual,,32.9,,32.9,31.4,,5.3,,5.3,4.5,16.3,,16.3,22.8,80.6,,80.6,81.2,13.0,,13.0,10.2,6.4,,6.4,8.6,,96.6,,96.6,97.4
3105593,2014,4104204.0,41125401.0,urbana,estadual,,27.5,,27.5,26.1,,4.3,,4.3,4.3,16.8,,16.8,18.1,87.1,,87.1,83.0,9.0,,9.0,6.0,3.9,,3.9,11.0,,96.7,,96.7,92.9
3105594,2014,4105805.0,41126440.0,urbana,estadual,,24.2,,24.2,24.0,,4.4,,4.4,4.4,33.9,,33.9,24.0,81.3,,81.3,79.4,16.1,,16.1,11.3,2.6,,2.6,9.3,,88.9,,88.9,100.0
3105595,2014,4315701.0,43114610.0,rural,municipal,,15.4,,14.5,,,4.0,,4.0,,20.0,12.2,31.0,,90.0,87.5,93.3,,8.6,12.5,3.3,,1.4,0.0,3.4,,,57.1,50.0,57.1,
3105596,2014,5208806.0,52038343.0,urbana,estadual,,37.5,,37.5,,,4.5,,4.5,,31.9,,31.9,,81.0,,81.0,,14.9,,14.9,,4.1,,4.1,,,90.5,,90.5,
3105597,2014,3550308.0,35055608.0,urbana,municipal,,31.9,31.6,32.3,,,5.0,5.0,5.0,,4.7,2.7,6.4,,96.4,96.8,96.0,,2.3,2.7,2.0,,1.3,0.5,2.0,,,100.0,100.0,100.0,
3105598,2014,4216602.0,42133327.0,urbana,municipal,,20.1,19.6,21.2,,,4.0,4.0,4.0,,27.0,22.2,34.9,,86.0,86.7,84.8,,12.2,11.6,13.3,,1.8,1.7,1.9,,,84.0,71.4,100.0,
3105599,2014,2704302.0,27327019.0,urbana,privada,14.8,16.8,13.6,20.8,50.7,4.0,4.2,4.0,4.3,5.3,14.6,5.1,22.3,17.8,92.4,98.5,87.3,93.4,7.3,1.5,12.1,6.6,0.3,0.0,0.6,0.0,20.0,40.0,28.6,50.0,46.7
3105600,2014,1501402.0,15581900.0,urbana,privada,13.4,28.8,23.6,36.6,32.4,4.1,4.3,4.0,4.5,5.3,3.3,2.1,4.4,6.8,97.9,100.0,95.9,90.1,2.1,0.0,4.1,9.9,0.0,0.0,0.0,0.0,93.3,100.0,100.0,100.0,100.0
3105601,2014,3304557.0,33080585.0,urbana,municipal,25.0,28.1,30.5,,,4.5,4.5,4.5,,,29.9,29.9,,,86.1,86.1,,,12.9,12.9,,,1.0,1.0,,,75.0,82.4,80.0,100.0,
