Unnamed: 0,ano,id_municipio,id_escola,localizacao,rede,atu_ei,atu_ef,atu_ef_anos_iniciais,atu_ef_anos_finais,atu_em,had_ei,had_ef,had_ef_anos_iniciais,had_ef_anos_finais,had_em,tdi_ef,tdi_ef_anos_iniciais,tdi_ef_anos_finais,tdi_em,taxa_aprovacao_ef,taxa_aprovacao_ef_anos_iniciais,taxa_aprovacao_ef_anos_finais,taxa_aprovacao_em,taxa_reprovacao_ef,taxa_reprovacao_ef_anos_iniciais,taxa_reprovacao_ef_anos_finais,taxa_reprovacao_em,taxa_abandono_ef,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,taxa_abandono_em,dsu_ei,dsu_ef,dsu_ef_anos_iniciais,dsu_ef_anos_finais,dsu_em
3100186,2012,3545308.0,35451186.0,urbana,municipal,21.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3100187,2012,3548500.0,35285717.0,urbana,privada,17.4,,,,,9.6,,,,,,,,,,,,,,,,,,,,,75.0,,,,
3100188,2012,3550308.0,35279249.0,urbana,municipal,9.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,78.6,,,,
3100189,2012,3550308.0,35158951.0,urbana,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100190,2012,3550308.0,35199321.0,urbana,privada,5.5,,,,,9.3,,,,,,,,,,,,,,,,,,,,,33.3,,,,
3100191,2012,4104600.0,41353897.0,urbana,municipal,16.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,83.3,,,,
3100192,2012,4106902.0,41149459.0,urbana,privada,10.9,,,,,5.0,,,,,,,,,,,,,,,,,,,,,57.1,,,,
3100193,2012,4202404.0,42015316.0,urbana,privada,13.8,,,,,3.5,,,,,,,,,,,,,,,,,,,,,55.6,,,,
3100194,2012,4203600.0,42132797.0,urbana,municipal,18.4,,,,,8.5,,,,,,,,,,,,,,,,,,,,,61.5,,,,
3100195,2012,4208203.0,42352266.0,urbana,municipal,15.5,,,,,12.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3100196,2012,4210100.0,42142407.0,urbana,estadual,,,,,22.7,,,,,8.5,,,,7.4,,,,93.8,,,,6.2,,,,0.0,,,,,91.7
3100197,2012,4309100.0,43193870.0,urbana,municipal,9.5,,,,,11.3,,,,,,,,,,,,,,,,,,,,,35.7,,,,
3100198,2012,5005608.0,50063804.0,urbana,municipal,13.5,,,,,10.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3100199,2012,5107040.0,51089238.0,urbana,municipal,14.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,50.0,,,,
3100200,2012,5107578.0,51094770.0,urbana,municipal,11.0,,,,,3.9,,,,,,,,,,,,,,,,,,,,,66.7,,,,
3100201,2012,2307601.0,23255161.0,urbana,municipal,,26.5,,26.5,,,4.0,,4.0,,41.1,,41.1,,69.4,,69.4,,19.4,,19.4,,11.2,,11.2,,,70.0,,70.0,
3100202,2012,2516201.0,25018299.0,urbana,estadual,,17.0,,17.0,,,4.5,,4.5,,73.5,,73.5,,52.1,,52.1,,23.3,,23.3,,24.6,,24.6,,,71.4,,71.4,
3100203,2012,2930006.0,29431697.0,rural,municipal,,18.3,,18.3,,,4.5,,4.5,,50.7,,50.7,,72.1,,72.1,,23.8,,23.8,,4.1,,4.1,,,92.3,,92.3,
3100204,2012,3106200.0,31003689.0,urbana,municipal,,32.1,,32.6,32.9,,4.5,,4.5,4.5,20.0,,20.0,34.2,83.5,,83.5,81.1,15.2,,15.2,7.6,1.3,,1.3,11.3,,100.0,,100.0,100.0
3100205,2012,3304557.0,33087814.0,urbana,municipal,,36.9,,36.9,,,4.5,,4.5,,22.8,,22.8,,91.9,,91.9,,5.5,,5.5,,2.6,,2.6,,,100.0,,100.0,
3100206,2012,3504206.0,35030636.0,urbana,estadual,,29.5,,29.5,27.3,,5.0,,5.0,4.7,3.7,,3.7,8.1,99.1,,99.1,95.3,0.3,,0.3,0.4,0.6,,0.6,4.3,,100.0,,100.0,100.0
3100207,2012,4101150.0,41018966.0,urbana,estadual,,22.1,,22.1,20.0,,4.3,,4.3,4.3,22.0,,22.0,16.7,75.6,,75.6,81.2,19.8,,19.8,8.5,4.6,,4.6,10.3,,100.0,,100.0,100.0
3100208,2012,5205000.0,52015068.0,urbana,estadual,,25.0,,25.0,,,4.3,,4.3,,18.9,,18.9,,85.1,,85.1,,4.2,,4.2,,10.7,,10.7,,,88.9,,88.9,
3100209,2012,3302270.0,33052433.0,urbana,estadual,,19.1,,19.1,19.0,,5.3,,5.3,5.3,51.5,,51.5,43.4,85.7,,85.7,73.3,7.9,,7.9,6.7,6.4,,6.4,20.0,,100.0,,100.0,100.0
3100210,2012,3304201.0,33031380.0,urbana,estadual,,28.2,,28.2,24.3,,5.3,,5.3,5.3,46.5,,46.5,38.1,81.3,,81.3,78.7,17.3,,17.3,19.1,1.4,,1.4,2.2,,90.9,,90.9,100.0
3100211,2012,3523800.0,35019124.0,urbana,estadual,,33.1,,33.1,32.1,,5.3,,5.3,5.1,11.6,,11.6,17.8,99.7,,99.7,100.0,0.3,,0.3,0.0,0.0,,0.0,0.0,,96.0,,96.0,100.0
3100212,2012,3551702.0,35023607.0,urbana,estadual,,33.5,,33.5,28.9,,5.3,,5.3,5.0,26.0,,26.0,21.7,88.1,,88.1,80.6,10.8,,10.8,13.2,1.1,,1.1,6.2,,100.0,,100.0,100.0
3100213,2012,2609501.0,26090910.0,urbana,estadual,,36.9,,37.4,35.0,,4.4,,4.4,4.0,23.8,,23.8,55.1,73.9,,73.9,77.9,24.2,,24.2,13.6,1.9,,1.9,8.5,,96.8,,96.8,100.0
3100214,2012,4117701.0,41060997.0,urbana,estadual,,29.7,,29.7,31.2,,4.4,,4.4,4.3,24.6,,24.6,25.5,73.6,,73.6,78.1,25.9,,25.9,21.1,0.5,,0.5,0.8,,97.0,,97.0,93.8
3100215,2012,2705002.0,27002870.0,rural,municipal,,9.5,,,,,,,,,8.3,9.1,,,81.8,80.0,100.0,,18.2,20.0,0.0,,0.0,0.0,0.0,,,50.0,0.0,100.0,
3100216,2012,1300409.0,13000241.0,rural,municipal,,16.0,,,,,,,,,50.0,50.0,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100217,2012,1303601.0,13000853.0,rural,municipal,,9.0,,,,,,,,,,,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100218,2012,1501451.0,15538540.0,rural,municipal,,8.0,,,,,,,,,37.5,37.5,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,
3100219,2012,2103307.0,21146918.0,rural,municipal,,14.0,,,,,,,,,,,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,
3100220,2012,2104800.0,21119783.0,rural,municipal,,14.0,,,,,,,,,42.9,42.9,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,
3100221,2012,2205102.0,22059113.0,rural,municipal,,7.0,,,,,,,,,50.0,50.0,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100222,2012,2504306.0,25002082.0,rural,municipal,,8.0,,,,,,,,,16.7,16.7,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100223,2012,2905156.0,29270723.0,rural,municipal,,10.0,,,,,,,,,33.3,33.3,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100224,2012,2905909.0,29018048.0,rural,municipal,,21.0,,,,,,,,,14.3,14.3,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100225,2012,2909703.0,29007984.0,rural,municipal,,14.5,,,,,,,,,11.5,11.5,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,
3100226,2012,2909901.0,29360463.0,rural,municipal,,10.5,,,,,,,,,30.8,30.8,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,
3100227,2012,2923050.0,29131294.0,rural,municipal,,12.0,,,,,,,,,33.3,33.3,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
3100228,2015,2101772.0,21055726.0,rural,municipal,,14.6,17.0,8.5,,,4.0,4.0,4.0,,12.7,8.2,35.3,,97.1,97.7,94.1,,0.0,0.0,0.0,,2.9,2.3,5.9,,0.0,57.1,25.0,100.0,
3100229,2015,2110500.0,21049050.0,rural,municipal,,15.1,9.0,16.5,,,4.0,4.3,4.0,,29.2,12.5,39.4,,75.2,87.5,67.7,,21.9,12.5,27.7,,2.9,0.0,4.6,,,10.0,0.0,11.1,
3100230,2015,2206209.0,22008780.0,urbana,estadual,,26.0,,26.0,,,4.5,,4.5,,36.1,,36.1,,92.1,,92.1,,3.5,,3.5,,4.4,,4.4,,,80.0,,80.0,
3100231,2015,2207702.0,22015299.0,urbana,privada,22.2,27.1,25.8,28.2,23.3,4.5,5.0,4.8,5.2,5.3,2.9,0.3,5.0,5.7,95.5,96.4,94.8,95.7,4.5,3.6,5.2,4.3,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
3100232,2015,2211001.0,22027602.0,urbana,estadual,,24.2,19.3,29.8,,,9.3,9.3,9.3,,34.4,41.5,29.1,,75.4,87.0,66.7,,23.9,11.4,33.3,,0.7,1.6,0.0,,,95.5,100.0,90.9,
3100233,2015,2408102.0,24060160.0,urbana,estadual,,23.0,23.1,22.8,,,4.5,4.5,4.5,,48.2,38.4,64.0,,73.6,74.7,71.8,,17.2,15.1,20.9,,9.2,10.2,7.3,,,93.3,87.5,100.0,
3100234,2015,2412203.0,24055611.0,urbana,municipal,,28.7,29.1,28.4,,,4.5,4.5,4.5,,46.2,38.2,50.5,,71.4,75.0,69.5,,16.0,15.2,16.4,,12.6,9.8,14.1,,,96.9,100.0,95.7,
3100235,2015,2802205.0,28034929.0,urbana,municipal,33.0,19.1,14.0,19.8,,4.0,4.5,4.5,4.5,,52.9,35.7,54.4,,79.2,78.6,79.2,,11.9,21.4,11.0,,8.9,0.0,9.8,,0.0,84.6,50.0,91.7,
3100236,2015,2909703.0,29008042.0,rural,municipal,12.0,22.3,19.2,24.2,,4.1,4.1,4.0,4.1,,31.4,16.5,38.4,,74.6,88.7,67.9,,21.7,10.4,27.1,,3.7,0.9,5.0,,50.0,45.8,37.5,50.0,
3100237,2015,2913606.0,29386489.0,urbana,privada,9.3,20.3,14.2,24.6,23.3,3.5,4.3,3.8,4.5,5.3,16.0,11.3,18.0,23.7,87.8,98.6,83.3,76.3,11.4,0.0,16.1,17.2,0.8,1.4,0.6,6.5,0.0,71.4,28.6,82.6,66.7
3100238,2015,2925303.0,29447674.0,rural,privada,,28.7,28.5,28.9,28.7,,4.9,4.5,5.3,8.8,9.3,4.5,14.2,9.3,84.9,93.9,76.1,80.5,14.9,5.8,23.9,19.5,0.2,0.3,0.0,0.0,,65.5,50.0,75.0,69.2
3100239,2015,3106200.0,31002771.0,urbana,municipal,,26.2,27.0,26.2,,,4.5,4.5,4.5,,41.0,48.1,40.6,,76.8,87.5,76.3,,16.7,4.2,17.3,,6.5,8.3,6.4,,,100.0,100.0,100.0,
3100240,2015,3147907.0,31115517.0,urbana,estadual,,27.7,24.3,30.9,30.1,,4.2,4.0,4.4,4.4,2.8,1.5,3.8,8.9,99.8,100.0,99.6,99.6,0.1,0.0,0.2,0.0,0.1,0.0,0.2,0.4,,98.0,94.7,100.0,100.0
3100241,2015,3148004.0,31118818.0,urbana,estadual,,28.6,24.4,33.4,28.3,,4.3,4.3,4.4,4.4,8.2,2.6,13.0,20.7,98.4,100.0,97.0,83.9,0.5,0.0,1.0,5.9,1.1,0.0,2.0,10.2,,97.5,100.0,95.8,85.7
3100242,2015,3167202.0,31210722.0,urbana,municipal,25.3,24.3,22.2,27.3,,4.0,4.3,4.3,4.4,,12.1,0.0,26.2,,94.3,100.0,87.8,,3.1,0.0,6.6,,2.6,0.0,5.6,,66.7,90.5,77.8,100.0,
3100243,2015,3203320.0,32059655.0,rural,municipal,19.0,14.3,12.0,,,4.5,4.5,4.5,,,14.0,14.0,,,93.0,93.0,,,7.0,7.0,,,0.0,0.0,,,100.0,100.0,100.0,100.0,
3100244,2015,3205002.0,32035403.0,urbana,estadual,,22.7,22.0,23.6,22.0,,5.2,5.0,5.4,4.2,27.1,18.2,37.6,65.2,88.9,90.6,86.9,83.3,10.8,9.4,12.5,16.7,0.3,0.0,0.6,0.0,,100.0,100.0,100.0,91.7
3100245,2015,3300456.0,33098115.0,urbana,municipal,20.3,26.5,26.9,24.7,,4.0,4.2,4.0,5.3,,44.9,43.9,50.0,,72.7,73.7,67.6,,21.7,20.6,27.0,,5.6,5.7,5.4,,33.3,63.2,45.5,87.5,
3100246,2015,3511508.0,35246013.0,urbana,municipal,,23.4,21.5,25.3,,,5.2,5.0,5.3,,3.7,0.8,6.1,,99.0,99.6,98.5,,1.0,0.4,1.5,,0.0,0.0,0.0,,,94.1,93.8,90.0,
3100247,2015,3538600.0,35100006.0,urbana,municipal,17.0,23.9,22.8,24.8,,4.0,5.0,5.0,5.0,,23.6,8.8,34.9,,72.3,89.5,60.1,,26.5,10.5,37.8,,1.2,0.0,2.1,,100.0,93.8,88.9,100.0,
3100248,2015,3550308.0,35053193.0,urbana,municipal,,31.2,30.3,32.2,,,5.0,5.0,5.0,,8.9,3.3,14.1,,92.1,96.6,87.8,,7.9,3.4,12.2,,0.0,0.0,0.0,,,97.4,96.0,100.0,
3100249,2015,3550308.0,35141331.0,urbana,privada,2.7,5.4,3.6,7.8,15.7,4.5,4.5,4.5,4.6,5.3,26.5,5.6,38.7,31.9,93.6,100.0,90.0,76.6,6.4,0.0,10.0,23.4,0.0,0.0,0.0,0.0,100.0,85.7,77.8,100.0,100.0
3100250,2015,3554102.0,35198663.0,urbana,privada,11.3,16.6,19.6,11.7,,4.3,4.5,4.3,5.3,,3.0,2.0,5.7,,98.5,98.0,100.0,,1.5,2.0,0.0,,0.0,0.0,0.0,,100.0,100.0,100.0,100.0,
3100251,2015,4106902.0,41133471.0,urbana,estadual,,27.8,,27.8,33.5,,4.3,,4.3,4.3,23.8,,23.8,37.5,77.1,,77.1,61.0,18.1,,18.1,25.0,4.8,,4.8,14.0,,100.0,,100.0,100.0
3100252,2015,4321402.0,43154786.0,urbana,estadual,,16.1,15.0,16.8,18.4,,4.5,4.5,4.5,5.1,17.8,15.6,19.2,19.7,89.8,89.7,89.9,86.4,9.7,10.3,9.4,6.5,0.5,0.0,0.7,7.1,,97.0,100.0,96.6,95.7
3100253,2015,5006309.0,50011456.0,urbana,municipal,14.5,27.8,27.0,28.8,,4.4,5.3,5.2,5.3,,31.4,18.1,45.2,,80.0,90.9,68.2,,16.1,8.0,24.8,,3.9,1.1,7.0,,75.0,96.3,93.3,100.0,
3100254,2015,1303403.0,13102206.0,rural,estadual,,23.9,23.2,24.6,23.4,,4.3,4.3,4.3,4.0,13.4,4.3,22.0,39.3,97.0,97.4,96.7,92.0,1.7,2.6,0.8,1.9,1.3,0.0,2.5,6.1,,100.0,100.0,100.0,100.0
3100255,2015,1721000.0,17026253.0,urbana,estadual,,36.8,,36.8,33.8,,4.3,,4.3,4.6,32.7,,32.7,45.6,71.8,,71.8,61.9,17.4,,17.4,19.6,10.8,,10.8,18.5,,100.0,,100.0,100.0
3100256,2015,2111201.0,21008922.0,urbana,municipal,,38.5,,38.5,,,4.4,,4.4,,29.0,,29.0,,97.6,,97.6,,2.0,,2.0,,0.4,,0.4,,,90.0,,90.0,
3100257,2015,2207900.0,22037349.0,rural,municipal,15.0,15.5,,16.5,,4.5,4.5,,4.5,,41.9,14.8,53.0,,88.9,92.0,87.7,,11.1,8.0,12.3,,0.0,0.0,0.0,,0.0,75.0,,75.0,
3100258,2015,2411205.0,24063339.0,urbana,estadual,,26.9,21.1,30.3,,,4.5,4.5,4.5,,32.1,15.5,38.8,,81.3,89.7,78.0,,17.4,10.3,20.2,,1.3,0.0,1.8,,,94.7,85.7,100.0,
3100259,2015,2603454.0,26108020.0,urbana,estadual,,22.0,,22.0,,,4.5,,4.5,,32.4,,32.4,,91.8,,91.8,,8.2,,8.2,,0.0,,0.0,,,100.0,,100.0,
3100260,2015,2913309.0,29139775.0,urbana,estadual,,21.4,,21.4,21.3,,4.5,,4.5,4.5,43.3,,43.3,46.9,88.1,,88.1,88.9,2.4,,2.4,4.8,9.5,,9.5,6.3,,62.5,,62.5,54.5
3100261,2015,2918001.0,29229774.0,rural,municipal,7.0,5.0,,,,4.0,,,,,0.0,0.0,,,83.3,83.3,,,0.0,0.0,,,16.7,16.7,,,100.0,100.0,,100.0,
3100262,2015,2924207.0,29114381.0,rural,municipal,15.0,25.8,26.0,25.7,,4.0,4.0,4.0,4.0,,48.5,43.6,52.8,,76.6,74.8,78.2,,16.8,20.0,14.0,,6.6,5.2,7.8,,100.0,62.5,83.3,58.3,
3100263,2015,3133105.0,31172936.0,urbana,estadual,,33.3,,33.3,37.2,,4.5,,4.5,4.5,20.5,,20.5,20.5,89.4,,89.4,89.1,8.1,,8.1,6.4,2.5,,2.5,4.5,,97.2,,97.2,97.3
3100264,2015,3303005.0,33006644.0,urbana,municipal,,26.9,,27.8,,,4.5,,4.5,,36.7,,36.7,,86.6,,86.6,,12.4,,12.4,,1.0,,1.0,,,80.9,,80.9,
3100265,2015,3303500.0,33058733.0,urbana,estadual,,26.8,,29.1,30.5,,5.2,,5.2,5.1,50.5,,50.5,41.4,76.7,,76.7,77.4,23.3,,23.3,22.6,0.0,,0.0,0.0,,96.9,,96.9,96.2
3100266,2015,3304557.0,33082545.0,urbana,municipal,,37.7,,38.0,,,4.5,,4.5,,45.3,,45.3,,85.6,,85.6,,11.9,,11.9,,2.5,,2.5,,,100.0,,100.0,
3100267,2015,3504008.0,35191673.0,urbana,privada,17.0,27.0,27.4,26.7,,4.5,4.9,4.6,5.1,,1.7,2.2,1.3,,98.7,98.5,98.8,,1.3,1.5,1.2,,0.0,0.0,0.0,,75.0,95.0,88.9,100.0,
3100268,2015,3505708.0,35268483.0,urbana,municipal,,30.6,31.3,30.0,,,4.8,4.8,4.8,,9.0,4.3,13.9,,98.8,100.0,97.6,,1.1,0.0,2.2,,0.1,0.0,0.2,,,86.0,73.9,100.0,
3100269,2015,3506003.0,35462724.0,urbana,estadual,,29.3,,29.3,35.5,,5.3,,5.3,4.5,11.5,,11.5,14.4,87.1,,87.1,74.1,11.5,,11.5,25.9,1.4,,1.4,0.0,,83.3,,83.3,86.7
3100270,2015,3550308.0,35003748.0,urbana,estadual,,32.6,,32.6,33.0,,8.7,,8.7,9.5,13.5,,13.5,10.1,100.0,,100.0,98.9,0.0,,0.0,1.1,0.0,,0.0,0.0,,92.3,,92.3,90.9
3100271,2015,4127304.0,41004051.0,urbana,estadual,,30.1,,30.1,,,4.3,,4.3,,22.6,,22.6,,85.5,,85.5,,13.4,,13.4,,1.1,,1.1,,,100.0,,100.0,
3100272,2015,2923209.0,29210569.0,rural,municipal,18.0,17.8,16.2,19.4,,4.0,5.7,5.7,5.6,,29.8,17.3,40.2,,85.5,86.1,84.9,,10.9,11.1,10.8,,3.6,2.8,4.3,,100.0,100.0,100.0,100.0,
3100273,2015,2300903.0,23044462.0,rural,municipal,,21.8,20.8,23.0,,,4.0,4.0,4.0,,15.8,3.8,29.3,,97.4,96.0,98.9,,2.6,4.0,1.1,,0.0,0.0,0.0,,,100.0,100.0,100.0,
3100274,2015,2304202.0,23162660.0,urbana,privada,12.0,22.9,14.2,33.8,30.3,3.7,4.2,3.7,4.5,5.3,8.7,2.8,11.9,4.4,97.1,97.2,97.0,98.9,1.5,1.4,1.5,1.1,1.4,1.4,1.5,0.0,66.7,73.3,71.4,80.0,80.0
3100275,2015,3133006.0,31177407.0,rural,municipal,16.0,9.3,5.0,12.8,6.7,4.3,4.5,4.3,4.5,4.5,17.6,3.9,31.4,40.0,91.3,98.1,84.3,90.9,7.8,1.9,13.7,4.5,0.9,0.0,2.0,4.6,0.0,46.7,33.3,50.0,57.1
3100276,2015,3510401.0,35246585.0,rural,municipal,14.0,9.0,8.5,,,4.0,5.0,5.0,,,11.1,11.1,,,96.3,96.3,,,3.7,3.7,,,0.0,0.0,,,100.0,80.0,75.0,75.0,
3100277,2015,1500305.0,15023206.0,rural,municipal,,20.3,,,,,,,,,35.2,35.2,,,80.4,80.4,,,19.6,19.6,,,0.0,0.0,,,,66.7,0.0,100.0,
3100278,2015,2513653.0,25013270.0,rural,municipal,10.0,10.3,10.0,,,4.3,8.0,8.0,,,16.1,16.1,,,87.1,87.1,,,12.9,12.9,,,0.0,0.0,,,100.0,100.0,100.0,100.0,
3100279,2015,4201406.0,42106303.0,urbana,municipal,15.5,21.5,21.3,21.9,,3.8,3.8,3.8,3.8,,17.9,7.5,31.5,,91.5,93.7,88.7,,7.5,6.3,9.1,,1.0,0.0,2.2,,100.0,100.0,100.0,100.0,
3100280,2015,1400050.0,14320053.0,urbana,municipal,,22.3,22.3,,,,4.3,4.3,,,14.3,14.3,,,92.3,92.3,,,7.5,7.5,,,0.2,0.2,,,,46.7,46.7,,
3100281,2015,2101400.0,21181292.0,urbana,municipal,,28.2,28.2,,,,4.3,4.3,,,12.4,12.4,,,94.1,94.1,,,5.1,5.1,,,0.8,0.8,,,,38.5,38.5,,
3100282,2015,2307304.0,23166118.0,urbana,municipal,,28.9,28.9,,,,4.0,4.0,,,18.6,18.6,,,88.1,88.1,,,8.8,8.8,,,3.1,3.1,,,,76.9,76.9,,
3100283,2015,2608453.0,26145642.0,urbana,municipal,,22.3,22.3,,,,4.5,4.5,,,39.6,39.6,,,89.9,89.9,,,8.5,8.5,,,1.6,1.6,,,,50.0,50.0,,
3100284,2015,2910404.0,29281393.0,urbana,municipal,,16.3,16.3,,,,4.0,4.0,,,46.9,46.9,,,65.0,65.0,,,22.3,22.3,,,12.7,12.7,,,,85.7,85.7,,
3100285,2015,2919157.0,29065798.0,urbana,municipal,,24.4,24.4,,,,8.3,8.3,,,18.8,18.8,,,96.8,96.8,,,3.2,3.2,,,0.0,0.0,,,,9.1,9.1,,
3100286,2015,2927408.0,29195330.0,urbana,privada,13.5,13.0,13.0,,,4.3,4.3,4.3,,,12.6,12.6,,,,,,,,,,,,,,,33.3,9.1,9.1,,
3100287,2015,3111200.0,31271331.0,urbana,municipal,23.8,24.8,24.8,,,4.0,4.5,4.5,,,5.4,5.4,,,99.2,99.2,,,0.6,0.6,,,0.2,0.2,,,66.7,92.3,92.3,,
3100288,2015,3127701.0,31346454.0,urbana,privada,10.3,13.2,13.2,,,9.3,9.5,9.5,,,1.5,1.5,,,100.0,100.0,,,0.0,0.0,,,0.0,0.0,,,75.0,71.4,71.4,,
3100289,2015,3145901.0,31216933.0,urbana,municipal,,24.8,24.8,,,,4.3,4.3,,,9.4,9.4,,,93.1,93.1,,,6.9,6.9,,,0.0,0.0,,,,76.5,76.5,,
3100290,2015,3503307.0,35918866.0,urbana,estadual,,27.8,27.8,,,,4.5,4.5,,,0.5,0.5,,,99.7,99.7,,,0.0,0.0,,,0.3,0.3,,,,87.5,87.5,,
3100291,2015,3534401.0,35217190.0,urbana,municipal,,26.3,26.3,,,,5.0,5.0,,,0.9,0.9,,,99.9,99.9,,,0.1,0.1,,,0.0,0.0,,,,92.9,92.9,,
3100292,2015,3536505.0,35213603.0,urbana,municipal,,26.6,26.6,,,,5.0,5.0,,,6.0,6.0,,,96.2,96.2,,,3.8,3.8,,,0.0,0.0,,,,100.0,100.0,,
3100293,2015,4107009.0,41048962.0,urbana,municipal,14.0,19.6,19.6,,,4.0,4.0,4.0,,,2.0,2.0,,,97.9,97.9,,,2.1,2.1,,,0.0,0.0,,,100.0,83.3,83.3,,
3100294,2015,1100122.0,11043016.0,urbana,municipal,21.4,,,,,4.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,
3100295,2015,1200401.0,12013897.0,urbana,municipal,23.6,,,,,4.0,,,,,,,,,,,,,,,,,,,,,85.7,,,,
3100296,2015,2100709.0,21035237.0,rural,municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3100297,2015,2105104.0,21023859.0,urbana,municipal,20.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,25.0,,,,
3100298,2015,2105427.0,21254044.0,rural,municipal,19.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,40.0,,,,
3100299,2015,2106904.0,21344604.0,rural,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100300,2015,2301307.0,23250607.0,urbana,municipal,22.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,
3100301,2015,2304400.0,23411635.0,urbana,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100302,2015,2607752.0,26149133.0,rural,municipal,18.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,
3100303,2015,2611606.0,26176572.0,urbana,privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100304,2015,2902104.0,29396255.0,urbana,privada,,,,,16.7,,,,,4.8,,,,12.0,,,,93.6,,,,6.4,,,,0.0,,,,,81.8
3100305,2015,2918100.0,29436931.0,rural,estadual,,,,,14.0,,,,,4.5,,,,66.7,,,,54.8,,,,42.9,,,,2.3,,,,,71.4
3100306,2015,2931350.0,29456983.0,urbana,municipal,18.8,,,,,4.0,,,,,,,,,,,,,,,,,,,,,83.3,,,,
3100307,2015,3106200.0,31350141.0,urbana,privada,7.4,,,,,4.3,,,,,,,,,,,,,,,,,,,,,28.6,,,,
3100308,2015,3120201.0,31350486.0,urbana,municipal,17.9,,,,,7.5,,,,,,,,,,,,,,,,,,,,,66.7,,,,
3100309,2015,3120805.0,31248347.0,urbana,municipal,16.6,,,,,4.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3100310,2015,3125952.0,31258164.0,urbana,municipal,17.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
3100311,2015,3142205.0,31289256.0,urbana,privada,15.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
3100312,2015,3152501.0,31342904.0,urbana,municipal,17.7,,,,,10.8,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3100313,2015,3170909.0,31343374.0,urbana,municipal,24.3,,,,,10.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,
3100314,2015,3171071.0,31350133.0,urbana,privada,,,,,20.3,,,,,10.0,,,,27.2,,,,92.2,,,,3.9,,,,3.9,,,,,62.5
3100315,2016,1505106.0,15001903.0,rural,municipal,13.5,16.9,15.2,19.0,,4.3,3.7,4.1,3.3,,36.8,21.1,52.6,,88.5,97.3,79.5,,8.8,2.7,15.1,,2.7,0.0,5.4,,0.0,85.7,83.3,83.3,
3100316,2016,1506807.0,15162460.0,rural,municipal,16.0,26.0,,26.0,,4.0,4.8,,4.8,,30.8,,30.8,,96.2,,96.2,,2.6,,2.6,,1.2,,1.2,,0.0,71.4,,71.4,
3100317,2016,1507409.0,15558681.0,urbana,municipal,,30.9,,30.9,,,5.3,,5.3,,42.5,,42.5,,72.1,,72.1,,21.9,,21.9,,6.0,,6.0,,,97.1,,97.1,
3100318,2016,2111300.0,21022135.0,rural,estadual,,35.4,30.8,37.8,36.0,,4.2,4.0,4.3,3.5,23.1,16.3,25.8,53.5,67.5,68.5,67.1,69.3,30.9,31.5,30.7,15.3,1.6,0.0,2.2,15.4,,81.3,70.0,91.7,94.4
